score,school,subject,helper
998,86.9,11,5,0.0
999,88.3,11,5,0.0
1000,84.5,11,5,0.0
1001,85.1,11,5,0.0
1002,92.5,11,5,0.0
1003,81.9,11,6,0.0
1004,76.4,11,6,0.0
1005,80.4,11,6,0.0
1006,74.4,11,6,0.0
1007,78.4,11,6,0.0
1008,77.7,11,6,0.0
1009,76.7,11,6,0.0
1010,80.7,11,6,0.0
1011,77.4,11,6,0.0
1012,74.5,11,6,0.0
1013,77.0,11,6,0.0
1014,81.0,11,6,0.0
1015,67.4,11,7,0.0
1016,69.1,11,7,0.0
1017,67.8,11,7,0.0
1018,65.0,11,7,0.0
1019,65.7,11,7,0.0
1020,67.3,11,7,0.0
1021,65.2,11,7,0.0
1022,70.9,11,7,0.0
1023,74.6,11,8,0.0
1024,78.1,11,8,0.0
1025,83.4,11,8,0.0
1026,86.0,11,9,0.0
1027,82.8,11,9,0.0
1028,86.3,11,9,0.0
1029,75.7,11,9,0.0
1030,79.8,11,9,0.0
1031,83.7,11,9,0.0
1032,69.0,11,10,0.0
1033,72.7,11,10,0.0
1034,68.1,11,10,0.0
1035,64.1,11,10,0.0
1036,68.0,11,10,0.0
1037,71.1,11,10,0.0
1038,64.0,11,10,0.0
1039,70.2,11,10,0.0
1040,67.8,11,10,0.0
1041,65.6,11,10,0.0
1042,66.8,11,10,0.0
1043,69.4,11,10,0.0
1044,80.4,11,11,0.0
1045,82.0,11,11,0.0
1046,77.6,11,11,0.0
1047,77.9,11,11,0.0
1048,79.6,11,11,0.0
1049,75.4,11,11,0.0
1050,80.8,11,11,0.0
1051,81.0,11,11,0.0
1052,80.2,11,11,0.0
1053,76.6,11,11,0.0
1054,81.6,11,11,0.0
1055,78.1,11,11,0.0
1056,82.6,11,11,0.0
1057,81.2,11,11,0.0
1058,84.7,11,12,0.0
1059,77.7,11,12,0.0
1060,83.0,11,12,0.0
1061,80.6,11,12,0.0
1062,80.9,11,12,0.0
1063,70.1,11,13,0.0
1064,77.5,11,13,0.0
1065,79.6,11,14,0.0
1066,83.1,11,14,0.0
1067,78.5,11,14,0.0
1068,79.5,11,14,0.0
1069,78.3,11,14,0.0
1070,81.2,11,14,0.0
1071,81.2,11,14,0.0
1072,68.6,11,15,0.0
1073,75.0,11,15,0.0
1074,74.3,11,15,0.0
1075,72.8,11,15,0.0
1076,69.3,11,15,0.0
1077,69.0,11,15,0.0
1078,72.5,11,15,0.0
1079,64.9,12,1,0.0
1080,68.9,12,1,0.0
1081,50.3,12,1,0.0
1082,61.3,12,1,0.0
1083,62.3,12,1,0.0
1084,63.2,12,1,0.0
1085,77.8,12,2,0.0
1086,69.5,12,2,0.0
1087,74.7,12,2,0.0
1088,74.8,12,2,0.0
1089,78.8,12,2,0.0
1090,67.7,12,2,0.0
1091,65.8,12,2,0.0
1092,69.5,12,2,0.0
1093,69.6,12,2,0.0
1094,68.5,12,3,0.0
1095,72.3,12,3,0.0
1096,75.8,12,3,0.0
1097,65.9,12,3,0.0
1098,70.2,12,3,0.0
1099,69.6,12,4,0.0
1100,58.1,12,4,0.0
1101,59.4,12,4,0.0
1102,63.8,12,4,0.0
1103,65.1,12,4,0.0
1104,61.8,12,4,0.0
1105,60.1,12,4,0.0
1106,62.3,12,4,0.0
1107,77.4,12,5,0.0
1108,76.1,12,5,0.0
1109,79.6,12,5,0.0
1110,64.4,12,6,0.0
1111,65.2,12,6,0.0
1112,74.2,12,6,0.0
1113,71.1,12,6,0.0
1114,69.4,12,6,0.0
1115,58.1,12,7,0.0
1116,60.5,12,7,0.0
1117,63.1,12,7,0.0
1118,57.8,12,7,0.0
1119,59.5,12,7,0.0
1120,60.7,12,7,0.0
1121,54.7,12,7,0.0
1122,61.6,12,7,0.0
1123,66.7,12,8,0.0
1124,73.4,12,8,0.0
1125,64.2,12,8,0.0
1126,77.2,12,8,0.0
1127,73.3,12,8,0.0
1128,74.3,12,8,0.0
1129,74.2,12,8,0.0
1130,70.0,12,8,0.0
1131,74.5,12,8,0.0
1132,72.9,12,8,0.0
1133,71.7,12,8,0.0
1134,70.7,12,8,0.0
1135,76.3,12,9,0.0
1136,74.1,12,9,0.0
1137,75.8,12,9,0.0
1138,78.7,12,9,0.0
1139,59.2,12,10,0.0
1140,62.0,12,10,0.0
1141,60.7,12,10,0.0
1142,58.0,12,10,0.0
1143,65.1,12,10,0.0
1144,57.2,12,10,0.0
1145,63.6,12,10,0.0
1146,58.5,12,10,0.0
1147,54.6,12,10,0.0
1148,58.6,12,10,0.0
1149,58.4,12,10,0.0
1150,56.9,12,10,0.0
1151,59.2,12,10,0.0
1152,68.3,12,11,0.0
1153,73.2,12,11,0.0
1154,67.6,12,11,0.0
1155,72.1,12,11,0.0
1156,65.5,12,11,0.0
1157,66.8,12,11,0.0
1158,66.3,12,11,0.0
1159,70.3,12,11,0.0
1160,71.9,12,11,0.0
1161,75.0,12,11,0.0
1162,78.8,12,11,0.0
1163,75.7,12,12,0.0
1164,74.5,12,12,0.0
1165,77.2,12,12,0.0
1166,74.7,12,12,0.0
1167,67.2,12,12,0.0
1168,74.3,12,12,0.0
1169,77.5,12,12,0.0
1170,74.0,12,12,0.0
1171,57.0,12,13,0.0
1172,65.7,12,13,0.0
1173,64.8,12,13,0.0
1174,63.2,12,13,0.0
1175,73.8,12,14,0.0
1176,73.7,12,14,0.0
1177,72.3,12,14,0.0
1178,70.0,12,14,0.0
1179,73.7,12,14,0.0
1180,71.5,12,14,0.0
1181,67.2,12,14,0.0
1182,60.8,12,15,0.0
1183,70.6,12,15,0.0
1184,63.2,12,15,0.0
1185,63.0,12,15,0.0
1186,69.2,12,15,0.0
1187,65.3,12,15,0.0
1188,61.8,12,15,0.0
1189,59.0,12,15,0.0
1190,66.8,13,1,0.0
1191,71.2,13,1,0.0
1192,70.6,13,1,0.0
1193,68.9,13,1,0.0
1194,78.9,13,1,0.0
1195,70.5,13,1,0.0
1196,62.0,13,1,0.0
1197,67.6,13,1,0.0
1198,71.8,13,1,0.0
1199,68.5,13,1,0.0
1200,76.4,13,2,0.0
1201,80.4,13,2,0.0
1202,81.9,13,2,0.0
1203,82.7,13,2,0.0
1204,76.2,13,2,0.0
1205,83.6,13,2,0.0
1206,79.4,13,3,0.0
1207,77.9,13,3,0.0
1208,75.9,13,3,0.0
1209,77.7,13,3,0.0
1210,76.7,13,3,0.0
1211,78.7,13,3,0.0
1212,76.5,13,3,0.0
1213,80.5,13,3,0.0
1214,72.3,13,3,0.0
1215,71.8,13,3,0.0
1216,76.5,13,3,0.0
1217,73.7,13,3,0.0
1218,75.5,13,3,0.0
1219,67.8,13,4,0.0
1220,62.0,13,4,0.0
1221,64.0,13,4,0.0
1222,68.2,13,4,0.0
1223,69.5,13,4,0.0
1224,67.0,13,4,0.0
1225,62.6,13,4,0.0
1226,87.6,13,5,0.0
1227,80.9,13,5,0.0
1228,84.1,13,5,0.0
1229,84.2,13,5,0.0
1230,83.7,13,5,0.0
1231,77.3,13,5,0.0
1232,78.8,13,5,0.0
1233,84.5,13,5,0.0
1234,80.0,13,5,0.0
1235,78.1,13,6,0.0
1236,79.3,13,6,0.0
1237,70.9,13,6,0.0
1238,77.0,13,6,0.0
1239,75.9,13,6,0.0
1240,81.1,13,6,0.0
1241,62.9,13,7,0.0
1242,64.0,13,7,0.0
1243,63.6,13,7,0.0
1244,63.9,13,7,0.0
1245,65.2,13,7,0.0
1246,67.6,13,7,0.0
1247,61.9,13,7,0.0
1248,76.3,13,8,0.0
1249,79.7,13,8,0.0
1250,72.5,13,8,0.0
1251,72.3,13,8,0.0
1252,78.5,13,8,0.0
1253,79.9,13,8,0.0
1254,69.3,13,8,0.0
1255,72.2,13,8,0.0
1256,74.7,13,8,0.0
1257,79.0,13,9,0.0
1258,79.9,13,9,0.0
1259,86.9,13,9,0.0
1260,82.3,13,9,0.0
1261,82.0,13,9,0.0
1262,73.6,13,9,0.0
1263,74.2,13,9,0.0
1264,81.6,13,9,0.0
1265,73.4,13,9,0.0
1266,78.3,13,9,0.0
1267,81.0,13,9,0.0
1268,65.5,13,10,0.0
1269,68.1,13,10,0.0
1270,61.1,13,10,0.0
1271,65.0,13,10,0.0
1272,59.8,13,10,0.0
1273,61.9,13,10,0.0
1274,62.4,13,10,0.0
1275,64.4,13,10,0.0
1276,67.0,13,10,0.0
1277,62.9,13,10,0.0
1278,79.1,13,11,0.0
1279,79.6,13,11,0.0
1280,79.4,13,11,0.0
1281,78.7,13,11,0.0
1282,76.1,13,11,0.0
1283,73.8,13,11,0.0
1284,73.3,13,11,0.0
1285,77.1,13,12,0.0
1286,66.8,13,13,0.0
1287,71.0,13,13,0.0
1288,65.6,13,13,0.0
1289,70.9,13,13,0.0
1290,65.9,13,13,0.0
1291,74.8,13,13,0.0
1292,66.5,13,13,0.0
1293,71.5,13,13,0.0
1294,69.0,13,13,0.0
1295,72.8,13,13,0.0
1296,68.1,13,14,0.0
1297,71.3,13,14,0.0
1298,76.4,13,14,0.0
1299,77.7,13,14,0.0
1300,78.2,13,14,0.0
1301,75.6,13,14,0.0
1302,73.2,13,14,0.0
1303,80.2,13,14,0.0
1304,73.1,13,15,0.0
1305,70.7,13,15,0.0
1306,63.8,13,15,0.0
1307,67.3,14,1,0.0
1308,64.5,14,1,0.0
1309,65.4,14,1,0.0
1310,65.5,14,1,0.0
1311,70.6,14,2,0.0
1312,71.5,14,2,0.0
1313,75.1,14,2,0.0
1314,75.0,14,3,0.0
1315,72.5,14,3,0.0
1316,71.8,14,3,0.0
1317,73.2,14,3,0.0
1318,73.5,14,3,0.0
1319,75.4,14,3,0.0
1320,69.3,14,3,0.0
1321,67.5,14,3,0.0
1322,64.2,14,4,0.0
1323,66.4,14,4,0.0
1324,63.5,14,4,0.0
1325,58.9,14,4,0.0
1326,60.9,14,4,0.0
1327,63.3,14,4,0.0
1328,60.7,14,4,0.0
1329,72.3,14,4,0.0
1330,60.3,14,4,0.0
1331,66.1,14,4,0.0
1332,82.9,14,5,0.0
1333,65.4,14,6,0.0
1334,68.3,14,6,0.0
1335,72.8,14,6,0.0
1336,73.1,14,6,0.0
1337,71.5,14,6,0.0
1338,71.2,14,6,0.0
1339,72.1,14,6,0.0
1340,68.9,14,6,0.0
1341,76.0,14,6,0.0
1342,72.1,14,6,0.0
1343,70.5,14,6,0.0
1344,56.8,14,7,0.0
1345,60.8,14,7,0.0
1346,61.3,14,7,0.0
1347,74.1,14,8,0.0
1348,72.9,14,8,0.0
1349,62.1,14,8,0.0
1350,69.7,14,8,0.0
1351,71.0,14,8,0.0
1352,74.6,14,9,0.0
1353,74.3,14,9,0.0
1354,65.1,14,10,0.0
1355,61.5,14,10,0.0
1356,65.9,14,10,0.0
1357,57.7,14,10,0.0
1358,59.4,14,10,0.0
1359,59.7,14,10,0.0
1360,59.6,14,10,0.0
1361,57.7,14,10,0.0
1362,62.9,14,10,0.0
1363,61.1,14,10,0.0
1364,72.3,14,11,0.0
1365,73.2,14,11,0.0
1366,70.6,14,11,0.0
1367,74.1,14,11,0.0
1368,71.9,14,11,0.0
1369,70.4,14,11,0.0
1370,70.1,14,11,0.0
1371,70.0,14,11,0.0
1372,77.2,14,12,0.0
1373,86.0,14,12,0.0
1374,73.0,14,12,0.0
1375,74.0,14,12,0.0
1376,81.5,14,12,0.0
1377,76.6,14,12,0.0
1378,76.3,14,12,0.0
1379,78.7,14,12,0.0
1380,69.6,14,13,0.0
1381,62.6,14,13,0.0
1382,70.5,14,13,0.0
1383,62.1,14,13,0.0
1384,75.0,14,14,0.0
1385,76.5,14,14,0.0
1386,72.7,14,14,0.0
1387,75.5,14,14,0.0
1388,74.9,14,14,0.0
1389,74.1,14,14,0.0
1390,69.9,14,14,0.0
1391,63.8,14,15,0.0
1392,64.3,14,15,0.0
1393,63.1,14,15,0.0
1394,62.0,14,15,0.0
1395,66.2,14,15,0.0
1396,61.8,14,15,0.0
1397,56.0,14,15,0.0
1398,60.4,14,15,0.0
1399,62.4,15,1,0.0
1400,69.4,15,1,0.0
1401,60.1,15,1,0.0
1402,63.7,15,1,0.0
1403,64.8,15,1,0.0
1404,64.7,15,1,0.0
1405,63.0,15,1,0.0
1406,68.3,15,1,0.0
1407,68.4,15,1,0.0
1408,63.6,15,1,0.0
1409,66.9,15,1,0.0
1410,69.0,15,1,0.0
1411,75.2,15,2,0.0
1412,76.5,15,2,0.0
1413,78.0,15,2,0.0
1414,72.2,15,2,0.0
1415,78.3,15,2,0.0
1416,72.1,15,2,0.0
1417,78.6,15,2,0.0
1418,76.0,15,2,0.0
1419,71.8,15,3,0.0
1420,71.4,15,3,0.0
1421,70.9,15,4,0.0
1422,65.5,15,4,0.0
1423,67.7,15,4,0.0
1424,56.6,15,4,0.0
1425,63.3,15,4,0.0
1426,77.2,15,5,0.0
1427,83.2,15,5,0.0
1428,72.8,15,5,0.0
1429,78.9,15,5,0.0
1430,74.6,15,5,0.0
1431,74.3,15,5,0.0
1432,75.5,15,5,0.0
1433,69.1,15,6,0.0
1434,71.9,15,6,0.0
1435,70.1,15,6,0.0
1436,69.6,15,6,0.0
1437,70.2,15,6,0.0
1438,65.9,15,6,0.0
1439,73.0,15,6,0.0
1440,71.6,15,6,0.0
1441,69.8,15,6,0.0
1442,61.8,15,7,0.0
1443,58.9,15,7,0.0
1444,64.0,15,7,0.0
1445,60.4,15,7,0.0
1446,60.3,15,7,0.0
1447,58.0,15,7,0.0
1448,61.0,15,7,0.0
1449,62.1,15,7,0.0
1450,64.3,15,8,0.0
1451,69.0,15,8,0.0
1452,63.4,15,8,0.0
1453,71.8,15,8,0.0
1454,67.9,15,9,0.0
1455,72.2,15,9,0.0
1456,82.0,15,9,0.0
1457,80.1,15,9,0.0
1458,72.9,15,9,0.0
1459,72.0,15,9,0.0
1460,71.4,15,9,0.0
1461,58.6,15,10,0.0
1462,59.5,15,10,0.0
1463,65.2,15,10,0.0
1464,59.2,15,10,0.0
1465,60.3,15,10,0.0
1466,57.0,15,10,0.0
1467,62.2,15,10,0.0
1468,56.1,15,10,0.0
1469,74.9,15,11,0.0
1470,79.0,15,11,0.0
1471,78.4,15,11,0.0
1472,74.2,15,11,0.0
1473,74.3,15,11,0.0
1474,78.5,15,11,0.0
1475,78.3,15,11,0.0
1476,73.5,15,11,0.0
1477,74.1,15,11,0.0
1478,79.1,15,11,0.0
1479,72.4,15,11,0.0
1480,72.8,15,11,0.0
1481,72.8,15,11,0.0
1482,72.8,15,11,0.0
1483,75.8,15,12,0.0
1484,75.5,15,12,0.0
1485,76.0,15,12,0.0
1486,70.7,15,12,0.0
1487,74.2,15,12,0.0
1488,73.2,15,12,0.0
1489,76.7,15,12,0.0
1490,66.6,15,13,0.0
1491,66.7,15,13,0.0
1492,58.9,15,13,0.0
1493,60.1,15,13,0.0
1494,58.9,15,13,0.0
1495,61.9,15,13,0.0
1496,61.2,15,13,0.0
1497,66.5,15,13,0.0
1498,66.8,15,13,0.0
1499,70.5,15,14,0.0
1500,72.9,15,14,0.0
1501,77.4,15,14,0.0
1502,74.9,15,14,0.0
1503,75.5,15,14,0.0
1504,65.8,15,14,0.0
1505,72.7,15,14,0.0
1506,71.6,15,14,0.0
1507,71.9,15,14,0.0
1508,71.3,15,14,0.0
1509,76.2,15,14,0.0
1510,64.8,15,15,0.0
1511,65.2,15,15,0.0
1512,66.7,15,15,0.0
1513,61.9,15,15,0.0
1514,60.7,16,1,0.0
1515,68.1,16,1,0.0
1516,58.4,16,1,0.0
1517,66.6,16,1,0.0
1518,63.1,16,1,0.0
1519,71.9,16,2,0.0
1520,73.0,16,2,0.0
1521,75.1,16,2,0.0
1522,74.8,16,2,0.0
1523,74.8,16,2,0.0
1524,70.8,16,2,0.0
1525,71.8,16,2,0.0
1526,73.2,16,2,0.0
1527,74.2,16,3,0.0
1528,70.3,16,3,0.0
1529,70.4,16,3,0.0
1530,71.3,16,3,0.0
1531,57.1,16,4,0.0
1532,61.2,16,4,0.0
1533,60.4,16,4,0.0
1534,56.5,16,4,0.0
1535,59.4,16,4,0.0
1536,60.9,16,4,0.0
1537,80.7,16,5,0.0
1538,81.8,16,5,0.0
1539,85.9,16,5,0.0
1540,76.8,16,5,0.0
1541,76.8,16,5,0.0
1542,75.4,16,5,0.0
1543,79.5,16,5,0.0
1544,84.7,16,5,0.0
1545,67.3,16,6,0.0
1546,72.1,16,6,0.0
1547,71.5,16,6,0.0
1548,74.3,16,6,0.0
1549,72.2,16,6,0.0
1550,75.3,16,6,0.0
1551,65.9,16,6,0.0
1552,67.3,16,6,0.0
1553,57.5,16,7,0.0
1554,63.0,16,7,0.0
1555,53.2,16,7,0.0
1556,60.3,16,7,0.0
1557,60.4,16,7,0.0
1558,62.1,16,7,0.0
1559,54.2,16,7,0.0
1560,64.3,16,8,0.0
1561,73.4,16,9,0.0
1562,71.0,16,9,0.0
1563,72.8,16,9,0.0
1564,60.0,16,10,0.0
1565,58.2,16,10,0.0
1566,62.3,16,10,0.0
1567,59.6,16,10,0.0
1568,60.6,16,10,0.0
1569,59.6,16,10,0.0
1570,54.6,16,10,0.0
1571,75.1,16,11,0.0
1572,72.7,16,11,0.0
1573,74.9,16,11,0.0
1574,73.3,16,11,0.0
1575,72.5,16,11,0.0
1576,73.0,16,11,0.0
1577,74.5,16,11,0.0
1578,76.0,16,11,0.0
1579,73.8,16,12,0.0
1580,70.9,16,12,0.0
1581,68.9,16,12,0.0
1582,78.8,16,12,0.0
1583,75.4,16,12,0.0
1584,72.4,16,12,0.0
1585,73.0,16,12,0.0
1586,69.0,16,13,0.0
1587,66.1,16,13,0.0
1588,59.6,16,13,0.0
1589,65.6,16,13,0.0
1590,65.0,16,13,0.0
1591,63.6,16,13,0.0
1592,72.1,16,13,0.0
1593,72.0,16,14,0.0
1594,64.7,16,14,0.0
1595,74.0,16,14,0.0
1596,59.7,16,15,0.0
1597,60.6,16,15,0.0
1598,59.0,16,15,0.0
1599,64.3,16,15,0.0
1600,61.4,16,15,0.0
1601,61.3,16,15,0.0
1602,61.4,16,15,0.0
1603,62.4,17,1,0.0
1604,62.1,17,1,0.0
1605,62.8,17,1,0.0
1606,59.7,17,1,0.0
1607,65.4,17,1,0.0
1608,60.5,17,1,0.0
1609,61.5,17,1,0.0
1610,61.8,17,1,0.0
1611,65.8,17,1,0.0
1612,65.6,17,1,0.0
1613,62.1,17,1,0.0
1614,63.2,17,1,0.0
1615,66.3,17,2,0.0
1616,68.7,17,2,0.0
1617,71.9,17,2,0.0
1618,69.9,17,2,0.0
1619,63.3,17,3,0.0
1620,69.5,17,3,0.0
1621,69.3,17,3,0.0
1622,64.5,17,3,0.0
1623,64.2,17,3,0.0
1624,66.4,17,3,0.0
1625,67.3,17,3,0.0
1626,71.3,17,3,0.0
1627,65.1,17,3,0.0
1628,56.4,17,4,0.0
1629,61.9,17,4,0.0
1630,56.8,17,4,0.0
1631,58.4,17,4,0.0
1632,58.3,17,4,0.0
1633,62.3,17,4,0.0
1634,56.5,17,4,0.0
1635,73.0,17,5,0.0
1636,72.9,17,5,0.0
1637,75.8,17,5,0.0
1638,74.2,17,5,0.0
1639,73.8,17,5,0.0
1640,73.5,17,5,0.0
1641,72.7,17,5,0.0
1642,73.3,17,5,0.0
1643,78.2,17,5,0.0
1644,73.2,17,5,0.0
1645,72.6,17,5,0.0
1646,74.7,17,5,0.0
1647,63.9,17,6,0.0
1648,64.0,17,6,0.0
1649,55.8,17,7,0.0
1650,55.7,17,7,0.0
1651,59.2,17,7,0.0
1652,55.5,17,7,0.0
1653,52.6,17,7,0.0
1654,64.2,17,8,0.0
1655,69.6,17,8,0.0
1656,64.3,17,8,0.0
1657,68.5,17,8,0.0
1658,71.4,17,8,0.0
1659,68.8,17,8,0.0
1660,68.3,17,9,0.0
1661,71.6,17,9,0.0
1662,70.4,17,9,0.0
1663,72.1,17,9,0.0
1664,70.6,17,9,0.0
1665,69.9,17,9,0.0
1666,54.9,17,10,0.0
1667,52.3,17,10,0.0
1668,56.4,17,10,0.0
1669,54.7,17,10,0.0
1670,54.6,17,10,0.0
1671,54.2,17,10,0.0
1672,55.8,17,10,0.0
1673,53.5,17,10,0.0
1674,54.1,17,10,0.0
1675,72.1,17,11,0.0
1676,73.4,17,11,0.0
1677,66.7,17,11,0.0
1678,64.2,17,11,0.0
1679,66.4,17,11,0.0
1680,66.6,17,11,0.0
1681,73.2,17,12,0.0
1682,72.8,17,12,0.0
1683,70.7,17,12,0.0
1684,71.4,17,12,0.0
1685,72.0,17,12,0.0
1686,69.3,17,12,0.0
1687,68.9,17,12,0.0
1688,68.8,17,12,0.0
1689,69.0,17,12,0.0
1690,62.5,17,13,0.0
1691,62.6,17,13,0.0
1692,60.0,17,13,0.0
1693,59.5,17,13,0.0
1694,70.1,17,14,0.0
1695,68.6,17,14,0.0
1696,66.2,17,14,0.0
1697,65.8,17,14,0.0
1698,67.5,17,14,0.0
1699,63.1,17,14,0.0
1700,71.9,17,14,0.0
1701,71.4,17,14,0.0
1702,71.4,17,14,0.0
1703,71.3,17,14,0.0
1704,65.0,17,14,0.0
1705,58.6,17,15,0.0
1706,61.8,17,15,0.0
1707,57.8,17,15,0.0
1708,57.4,17,15,0.0
1709,57.5,17,15,0.0
1710,68.0,17,15,0.0
1711,59.0,17,15,0.0
1712,59.8,17,15,0.0
1713,75.5,18,1,0.0
1714,80.8,18,1,0.0
1715,74.3,18,1,0.0
1716,77.9,18,1,0.0
1717,78.1,18,1,0.0
1718,77.4,18,1,0.0
1719,76.7,18,1,0.0
1720,86.4,18,2,0.0
1721,85.1,18,2,0.0
1722,88.7,18,2,0.0
1723,82.5,18,2,0.0
1724,81.6,18,2,0.0
1725,83.0,18,2,0.0
1726,88.8,18,2,0.0
1727,89.0,18,2,0.0
1728,92.4,18,2,0.0
1729,87.2,18,2,0.0
1730,82.1,18,3,0.0
1731,84.9,18,3,0.0
1732,86.8,18,3,0.0
1733,88.7,18,3,0.0
1734,84.8,18,3,0.0
1735,84.2,18,3,0.0
1736,79.4,18,3,0.0
1737,82.2,18,3,0.0
1738,86.4,18,3,0.0
1739,70.2,18,4,0.0
1740,78.2,18,4,0.0
1741,87.8,18,5,0.0
1742,92.9,18,5,0.0
1743,89.5,18,5,0.0
1744,88.9,18,5,0.0
1745,85.7,18,5,0.0
1746,87.7,18,5,0.0
1747,89.9,18,5,0.0
1748,96.7,18,5,0.0
1749,92.7,18,5,0.0
1750,93.0,18,5,0.0
1751,82.4,18,6,0.0
1752,81.8,18,6,0.0
1753,78.7,18,6,0.0
1754,81.3,18,6,0.0
1755,67.2,18,7,0.0
1756,76.5,18,7,0.0
1757,65.4,18,7,0.0
1758,74.1,18,7,0.0
1759,66.9,18,7,0.0
1760,68.8,18,7,0.0
1761,67.6,18,7,0.0
1762,77.7,18,7,0.0
1763,71.1,18,7,0.0
1764,69.7,18,7,0.0
1765,69.4,18,7,0.0
1766,76.9,18,8,0.0
1767,84.3,18,8,0.0
1768,81.5,18,8,0.0
1769,87.5,18,8,0.0
1770,83.5,18,8,0.0
1771,88.7,18,8,0.0
1772,82.3,18,8,0.0
1773,81.6,18,8,0.0
1774,82.1,18,8,0.0
1775,82.3,18,8,0.0
1776,83.6,18,9,0.0
1777,92.2,18,9,0.0
1778,93.8,18,9,0.0
1779,87.5,18,9,0.0
1780,70.4,18,10,0.0
1781,71.4,18,10,0.0
1782,72.1,18,10,0.0
1783,70.2,18,10,0.0
1784,69.3,18,10,0.0
1785,73.9,18,10,0.0
1786,68.7,18,10,0.0
1787,67.0,18,10,0.0
1788,74.5,18,10,0.0
1789,83.9,18,11,0.0
1790,85.9,18,11,0.0
1791,85.8,18,11,0.0
1792,86.0,18,11,0.0
1793,85.6,18,11,0.0
1794,86.9,18,11,0.0
1795,87.3,18,11,0.0
1796,90.8,18,12,0.0
1797,91.0,18,12,0.0
1798,89.4,18,12,0.0
1799,86.3,18,12,0.0
1800,91.0,18,12,0.0
1801,88.1,18,12,0.0
1802,90.0,18,12,0.0
1803,76.2,18,13,0.0
1804,80.0,18,13,0.0
1805,75.2,18,13,0.0
1806,71.2,18,13,0.0
1807,76.3,18,13,0.0
1808,74.5,18,13,0.0
1809,78.2,18,13,0.0
1810,82.0,18,14,0.0
1811,84.0,18,14,0.0
1812,82.7,18,14,0.0
1813,87.9,18,14,0.0
1814,82.3,18,15,0.0
1815,74.1,18,15,0.0
1816,74.8,18,15,0.0
1817,70.6,18,15,0.0
1818,76.0,18,15,0.0
1819,64.0,19,1,0.0
1820,76.9,19,1,0.0
1821,69.4,19,1,0.0
1822,73.7,19,1,0.0
1823,65.6,19,1,0.0
1824,66.3,19,1,0.0
1825,65.8,19,1,0.0
1826,83.3,19,2,0.0
1827,74.8,19,2,0.0
1828,74.5,19,2,0.0
1829,77.3,19,2,0.0
1830,78.1,19,2,0.0
1831,79.5,19,2,0.0
1832,75.1,19,2,0.0
1833,71.6,19,3,0.0
1834,71.1,19,3,0.0
1835,76.3,19,3,0.0
1836,69.1,19,3,0.0
1837,74.1,19,3,0.0
1838,79.9,19,3,0.0
1839,78.0,19,3,0.0
1840,74.1,19,3,0.0
1841,66.1,19,4,0.0
1842,81.7,19,5,0.0
1843,82.2,19,5,0.0
1844,78.0,19,5,0.0
1845,81.5,19,5,0.0
1846,79.7,19,5,0.0
1847,82.8,19,5,0.0
1848,82.8,19,5,0.0
1849,80.3,19,5,0.0
1850,73.9,19,6,0.0
1851,72.5,19,6,0.0
1852,71.0,19,6,0.0
1853,77.7,19,6,0.0
1854,75.1,19,6,0.0
1855,77.0,19,6,0.0
1856,72.7,19,6,0.0
1857,62.8,19,7,0.0
1858,67.2,19,7,0.0
1859,65.1,19,7,0.0
1860,60.6,19,7,0.0
1861,64.7,19,7,0.0
1862,66.3,19,7,0.0
1863,68.2,19,8,0.0
1864,73.9,19,8,0.0
1865,73.9,19,8,0.0
1866,74.8,19,8,0.0
1867,74.4,19,8,0.0
1868,73.6,19,8,0.0
1869,80.0,19,8,0.0
1870,74.1,19,9,0.0
1871,85.8,19,9,0.0
1872,79.3,19,9,0.0
1873,83.0,19,9,0.0
1874,74.0,19,9,0.0
1875,75.5,19,9,0.0
1876,67.7,19,10,0.0
1877,66.7,19,10,0.0
1878,64.1,19,10,0.0
1879,67.7,19,10,0.0
1880,66.9,19,10,0.0
1881,73.9,19,11,0.0
1882,75.1,19,11,0.0
1883,78.5,19,11,0.0
1884,75.0,19,11,0.0
1885,78.0,19,11,0.0
1886,81.4,19,12,0.0
1887,83.0,19,12,0.0
1888,82.5,19,12,0.0
1889,80.8,19,12,0.0
1890,79.4,19,12,0.0
1891,81.2,19,12,0.0
1892,73.6,19,12,0.0
1893,85.8,19,12,0.0
1894,78.0,19,12,0.0
1895,78.2,19,12,0.0
1896,75.7,19,13,0.0
1897,69.5,19,13,0.0
1898,72.0,19,13,0.0
1899,74.2,19,13,0.0
1900,66.1,19,13,0.0
1901,80.2,19,14,0.0
1902,76.6,19,14,0.0
1903,74.2,19,14,0.0
1904,75.1,19,14,0.0
1905,75.6,19,14,0.0
1906,75.4,19,14,0.0
1907,71.0,19,15,0.0
1908,65.8,19,15,0.0
1909,68.0,19,15,0.0
1910,63.8,19,15,0.0
1911,70.1,19,15,0.0
1912,63.4,19,15,0.0
1913,65.4,20,1,0.0
1914,73.2,20,1,0.0
1915,61.3,20,1,0.0
1916,70.5,20,1,0.0
1917,66.1,20,1,0.0
1918,71.9,20,1,0.0
1919,69.0,20,1,0.0
1920,74.5,20,2,0.0
1921,75.0,20,2,0.0
1922,80.6,20,2,0.0
1923,81.5,20,2,0.0
1924,75.2,20,2,0.0
1925,83.0,20,2,0.0
1926,77.1,20,2,0.0
1927,74.0,20,3,0.0
1928,71.8,20,3,0.0
1929,75.2,20,3,0.0
